"乌海市",1̂11131,0.18,0.18,49.71,49.71,50.11,50.11
"赤峰市",,4.74,0.48,29.21,40.07,66.05,59.45
"通辽市",丁01181^0,20.30,10.25,21.54,28.26,58.16,61.49
"鄂尔多斯市",丑1^08,0.81,0.62,45.53,32.56,53.67,66.82
"呼伦贝尔市",^ 11111111)1111,26.14,2.96,20.65,38.66,53.21,58.37
"巴彦淖尔市",83̂ 1̂111111,12.40,8.03,16.12,18.80,71.48,73.17
"乌兰察布市",,1.50,0.02,16.01,17.04,82.48,82.94
"辽宁省",1̂13011111 层,,,,,,
"沈阳市",81160̂ 30̂,0.21,0.11,39.53,40.28,60.26,59.61
"大连市",0̂ 11311,0.59,0.12,40.49,40.81,58.92,59.07
"鞍山市",0̂81130,0.37,0.23,48.88,55.12,50.74,44.65
"抚顺市",1̂18111111,1.71,0.60,50.58,54.97,47.71,44.42
"本溪市",860X1,0.36,0.01,50.19,52.14,49.45,47.85
"丹东市",0311(10112,0.78,0.08,35.37,37.66,63.84,62.26
"锦州市",110211011,3.63,0.80,33.12,41.76,63.25,57.44
"营口市",丫 沙0 11,0.36,0.41,34.53,36.76,65.11,62.83
"阜新市",^11X111,1.93,0.05,33.93,41.33,64.13,58.62
"辽阳市",〇30丫&11呂,3.96,4.19,48.32,54.88,47.72,40.93
"盘锦市",,38.48,31.62,37.30,42.92,24.22,25.46
"铁岭市",丁1611〇2,7.02,0.11,37.03,28.28,55.95,71.61
"朝阳市",011&,0.50,0.03,25.50,23.95,74.00,76.02
"蘭芦岛市",只 11111(130,1.01,0.22,39.61,52.39,59.38,47.40
"吉林省",川 111,,,,,,
"长春市",,0.93,0.40,45.21,47.33,53.86,52.26
"吉林市",111111,2.54,0.35,40.80,46.67,56.66,52.98
"四平市",31151118,3.59,1.90,21.89,26.36,74.52,71.75
"辽源市",1̂30)̂ 11311,1.80,0.16,54.83,67.50,43.37,32.34
"通化市",丁011̂ 1113,1.85,0.14,36.80,39.01,61.35,60.85
"白山市",331811311,11.47,5.03,34.83,43.44,53.70,51.53
"松原市",,7.88,0.34,42.20,56.02,49.92,43.64
"白城市",031011611̂,9.69,8.84,19.41,20.22,70.90,70.94
"黑龙江省",11611〇11̂ | 13(1̂,,,,,,
"哈尔滨市",3̂̂ 1)111,2.55,0.36,30.49,33.15,66.95,66.49
"齐齐哈尔市",,12.36,16.92,24.05,27.21,63.59,55.87
"鸡西市",11X1,25.80,0.43,29.03,49.97,45.17,49.60
"鹤岗市",只邛(10)8,29.75,1.27,34.40,59.05,35.85,39.68
"双鸭山市",81111311̂ 3511311,4.58,3.18,29.79,43.44,65.63,53.38
"大庆市",0 叫(四),0.57,0.10,49.62,54.04,49.81,45.85
"伊春市",1̂0111111,53.50,51.13,12.74,14.75,33.76,34.12
"佳木斯市",1131111131,11.94,4.71,21.65,27.17,66.41,68.11
"七台河市",1̂131116,4.66,3.46,50.76,55.59,44.58,40.95
"牡丹江市",,15.37,0.24,19.61,24.94,65.02,74.82
"黑河市",,19.94,7.11,14.92,18.60,65.14,74.28
"绥化市",811111113,4.33,2.42,22.59,21.23,73.09,76.35
"上海市",811311̂ 1131,0.44,0.44,32.82,32.82,66.74,66.74
"江苏省",1̂311̂ 811,,,,,,
"南京市",1̂311̂ 1112,0.07,0.07,44.32,44.32,55.62,55.62
"无锡市",^11X1,0.06,0.02,64.25,62.49,35.69,37.49
"徐州市",乂11211011,1.35,1.05,55.42,53.64,43.23,45.31
"常州市",0113〇8211〇11,0.13,0.11,60.38,61.58,39.50,38.32
"苏州市",811211011,,0.01,73.00,69.53,26.99,30.46
"南通市",1^3010112,0.23,0.17,81.89,74.97,17.88,24.86
"连云港市",1̂ 311̂ 1111呂30呂,1.46,1.58,42.88,41.25,55.66,57.16
"淮安市","^1131,&11",0.68,0.48,63.42,64.00,35.90,35.52
"盐城市",丫 30〇116〇2,1.83,1.54,60.87,59.25,37.29,39.21
"扬州市",^311 2̂11011,0.03,0.02,74.04,74.99,25.92,24.99
"镇江市",21160)1311̂,0.18,0.12,54.92,44.64,44.89,55.24
"泰州市",1 &121100,0.15,0.07,77.61,78.40,22.24,21.53
"宿迁市",811(̂ 1&11,0.11,0.07,61.60,73.59,38.29,26.34
"浙江省",21163*1311̂,,,,,,
"杭州市",I I&11̂ 211011,0.04,0.02,48.28,48.57,51.68,51.40
"宁波市",1̂ 1112130,0.02,0.01,61.02,54.18,38.96,45.81
"温州市",,0.06,,58.48,43.43,41.46,56.57
"嘉兴市",113X10^,0.05,0.04,63.55,56.23,36.40,43.73
"湖州市",1̂ 11211011,0.05,0.07,64.55,62.38,35.40,37.55
"绍兴市",811&0X1112,0.01,,78.58,79.75,21.41,20.25
"金华市",11111111&,0.03,0.06,57.38,38.08,42.59,61.87
"衢州市",9 112 110 11,0.11,0.02,39.26,39.39,60.63,60.59
"舟山市",211011811311,0.04,0.04,33.20,32.79,66.76,67.17
"台州市",731211011,0.05,0.07,68.68,62.71,31.27,37.22
"丽水市",1̂811111,0.34,0.08,21.83,14.15,77.83,85.77
"安徽省",八1111111,,,,,,
"合肥市",^6^61,0.07,0.01,56.90,57.31,43.03,42.68
"芜湖市",,0.07,0.02,53.20,55.34,46.73,44.65
"蚌埠市",861121)11,0.14,0.14,42.51,49.65,57.34,50.22
"淮南市",1̂13111311,1.87,0.51,48.27,50.37,49.86,49.12
"马鞍山市",^43&11811311,0.33,0.03,52.49,57.83,47.19,42.14
"淮北市",1̂11&11501,,,63.08,68.77,36.92,31.23
"铜陵市",丁00^1112,1.93,1.45,55.97,59.94,42.10,38.61
"安庆市",,3.91,5.41,40.22,47.18,55.87,47.40
"黄山市",1̂ 113115811311,0.88,0.32,30.45,34.81,68.66,64.87
"酴州市",011112:11011,2.11,0.18,44.86,56.64,53.03,43.18
"阜阳市",,0.51,0.18,30.20,33.76,69.29,66.06
"宿州市",811211011,,,,,,
"六安市",以肪,2.92,0.37,19.64,28.16,77.44,71.47
"亳州市",8 0 2^ 10 11,0.08,,31.33,32.16,68.60,67.84
"池州市",0111211011,0.68,0.23,36.82,40.33,62.50,59.44
"宣城市",,1.13,2.08,39.32,15.08,59.55,82.84
"福建省",1̂1̂ 1311,,,,,,
"福州市",,0.19,0.10,56.87,52.49,42.95,47.41
"厦门市",^131116!1,0.11,0.11,62.43,62.43,37.46,37.46
"莆田市",,0.14,0.07,69.39,69.63,30.46,30.30
"三明市",830011118,1.54,0.81,35.39,43.96,63.07,55.23
"泉州市",^11311211011,0.26,0.23,74.10,59.07,25.63,40.70
"漳州市",2113112211011,3.14,0.04,57.01,46.33,39.86,53.63
"南平市",他 叩 (四),2.76,1.25,37.19,43.94,60.05,54.81
"龙岩市",1 0̂0取(10),1.23,1.58,39.88,23.34,58.90,75.08
"宁德市",1^111^6,0.43,0.22,47.07,54.53,52.50,45.25
"江西省",^13113X1,,,,,,
"南昌市",,0.30,0.30,59.03,57.41,40.67,42.29
"景德镇市",,3.19,4.12,45.92,40.65,50.89,55.23
"萍乡市",,0.30,0.14,52.05,56.42,47.65,43.44
"九江市",1111)13118,1.60,0.32,47.67,39.83,50.73,59.84
"新余市",,0.26,0.05,62.05,64.02,37.69,35.93
"鹰潭市",,0.20,,60.98,39.44,38.83,60.56
"赣州市",0 &0211011,0.89,0.16,35.27,32.98,63.84,66.86
"吉安市",11*311,2.02,0.28,48.85,36.92,49.14,62.80
"宜春市",丫 心1111,0.79,0.11,50.18,21.68,49.03,78.21
"抚州市",1̂1211011,0.73,0.07,51.33,65.48,47.94,34.44
"上饶市",811311^30,1.27,0.06,42.54,46.31,56.19,53.63
"山东省",811311(1011̂,,,,,,
"济南市",110311,0.04,0.04,41.12,39.26,58.84,60.70
"青岛市",01112(130,0.07,0.03,51.27,48.37,48.66,51.60
"淄博市",2出〇,0.09,0.11,64.53,56.32,35.38,43.58
"枣庄市",2 &0211113112,0.10,0.04,56.24,53.15,43.66,46.81
"东营市",0011^102,0.09,0.05,57.63,56.76,42.28,43.19
"烟台市",&1,0.05,,54.51,52.55,45.45,47.45
"潍坊市",,0.10,0.01,50.63,53.42,49.27,46.58
"济宁市",11111112,0.10,0.03,57.48,58.90,42.42,41.07
"泰安市",丁以’肪,0.33,0.41,57.14,41.11,42.54,58.48
"威海市",^611131,0.12,0.06,64.93,65.39,34.95,34.55
"日照市",11121130,0.16,0.25,49.48,45.19,50.35,54.55
"莱芜市",,,,66.09,66.09,33.91,33.91
"临沂市",1 ^ 1,0.24,0.03,49.81,51.57,49.95,48.40
"德州市",〇6211011,0.14,0.09,45.50,51.43,54.36,48.49
"聊城市",1 3̂0011611 目,0.08,0.05,39.95,26.12,59.97,73.84
"滨州市",810211011,0.01,0.01,60.23,53.16,39.76,46.83
"菏泽市",丑626,0.11,0.09,33.87,36.72,66.02,63.19
"河 南 省",11611311,,,,,,
"郑州市",2116112211011,0.11,0.02,52.39,50.39,47.50,49.59
"开封市",1̂ 31̂ 6112,0.13,0.09,54.17,46.08,45.70,53.83
"洛阳市",,0.14,0.06,48.72,47.27,51.15,52.67
"平顶山市",1̂118(̂ 11 8̂1130,0.08,0.01,54.64,64.91,45.28,35.08
"安阳市",八11丫(10)8,0.11,0.01,59.76,50.76,40.12,49.23
"鹤壁市",1161)1,0.05,,66.25,65.52,33.70,34.48
"新乡市",,0.07,0.02,60.65,57.76,39.28,42.23
"焦作市",^1302110,0.07,,60.55,50.39,39.38,49.61
"贌阳市",&11̂,0.03,0.03,57.83,64.64,42.14,35.34
"许昌市",乂11〇11311层,,0.01,58.91,58.31,41.08,41.68
"漯河市",1̂ 110116,0.01,,63.22,61.15,36.77,38.84
"三门峡市",831101611X13,0.29,0.07,50.95,35.12,48.75,64.82
"南阳市",他11 丫(10)呂,0.54,0.73,41.35,38.25,58.11,61.02
"商丘市",811&0^111,0.11,0.05,46.88,47.52,53.01,52.43
"信阳市",,0.16,0.10,43.66,44.14,56.17,55.76
"周口市",211011̂ 011,0.18,,48.39,36.95,51.43,63.05
"驻马店市",21111013(11311,0.87,0.38,44.74,44.45,54.39,55.17
"湖 北 省",1111561,,,,,,
"武汉市",XVIII!&11,0.15,0.15,47.19,47.19,52.67,52.67
"黄石市",1̂ 11311̂ 8111,0.35,0.01,59.93,59.13,39.72,40.86
"十堰市",8111̂ 311,1.09,0.96,47.29,50.00,51.61,49.04
"宜昌市",,0.38,0.49,53.95,51.86,45.67,47.65
"襄阳市",,2.76,0.65,49.48,53.78,47.76,45.58
"鄂州市",丑211011,0.11,0.11,66.79,66.79,33.10,33.10
"荆门市",此明1611,1.88,0.71,52.27,44.17,45.85,55.12
"孝感市",乂130职11,1.05,0.25,54.91,51.89,44.04,47.87
"荆州市",1̂112211011,3.47,0.12,41.25,52.10,55.28,47.77
"黄冈市",^1131188308,2.72,1.06,56.33,60.23,40.95,38.71
"咸宁市",1̂311111112,0.18,0.37,38.64,40.90,61.18,58.73
"随州市",8111211011,0.40,,46.32,59.10,53.28,40.90
"湖南省",1̂111311,,,,,,
"长沙市",0113〇23113,0.11,0.14,46.23,37.26,53.65,62.60
"株洲市",21111211011,0.34,0.10,54.90,52.60,44.75,47.31
"湘潭市",,0.02,0.01,58.54,57.49,41.45,42.50
"衡阳市",,0.24,0.16,44.94,43.22,54.82,56.62
"邵阳市",81130̂ 3112,0.92,0.17,37.43,49.28,61.65,50.55
"岳阳市",\̂ 116̂ 3〇8,1.85,0.68,41.74,48.52,56.41,50.79
"常德市",011&0^(16,0.14,0.22,42.34,40.82,57.53,58.96
"张家界市",211&11012)10,0.42,0.69,22.07,20.08,77.51,79.23
"益阳市",,0.29,0.21,40.82,46.31,58.89,53.47
"郴州市",011611211011,0.53,0.08,37.21,36.95,62.26,62.97
"永州市",丫00^211011,0.89,0.29,33.72,27.34,65.39,72.37
"怀化市",^11&111113,0.45,,21.06,16.80,78.49,83.20
"娄底市",1̂011(11,0.50,0.05,49.17,53.61,50.33,46.34
"广东省",011311^(1011^,,,,,,
"广州市",〇113118211011,0.05,0.05,32.60,32.60,67.34,67.34
"韶关市",81130^0311,0.46,0.13,46.86,52.84,52.67,47.04
"深圳市",81160211611,0.01,0.01,57.58,57.58,42.40,42.40
"珠海市",211111131,0.85,0.85,59.09,59.09,40.06,40.06
"汕头市",811301011,0.09,0.09,58.40,58.80,41.51,41.11
"佛山市",尸081130,0.01,0.01,70.75,70.75,29.23,29.23
"江门市",】13〇2爪60,0.10,0.01,57.62,57.07,42.28,42.92
"湛江市",,2.83,0.96,36.69,31.97,60.48,67.08
"茂名市",1̂301111112,1.48,0.53,46.79,47.86,51.74,51.61
"肇庆市",2113〇0|1112,0.22,0.04,49.60,57.53,50.18,42.43
"惠州市",11111211011,0.11,0.03,69.90,73.27,29.99,26.70
"梅州市",\461211011,0.12,0.03,37.48,39.98,62.40,59.99
"油尾市",811311X̂61,0.60,0.03,53.73,59.43,45.67,40.55
"河源市",只6丫1120,0.26,0.07,47.90,59.81,51.84,40.12
"阳江市",^30^)13112,1.76,1.82,45.74,45.45,52.50,52.72
"清远市",(^打奶11311,0.43,0.08,46.88,52.68,52.70,47.25
"东莞市",000^呂1130,0.01,,81.08,,18.91,
"中山市",211002511311,,,74.48,,25.52,
"潮州市",011&02̂ 1011,0.08,0.02,56.25,61.95,43.68,38.02
"揭阳市",116^3115,0.49,0.08,54.34,52.36,45.17,47.56
"云浮市",丫1111沅,0.22,0.06,42.44,43.23,57.34,56.71
"广西壮族自治区",〇113叩\1,,,,,,
"南宁市",1^300102,0.95,0.67,40.44,42.75,58.60,56.58
"柳州市",1̂ 11211011,0.70,0.45,56.85,62.10,42.46,37.45
"桂林市",〇1111111,1.05,0.40,36.93,40.91,62.02,58.69
"梧州市",^11211011,0.35,0.18,43.11,45.31,56.55,54.51
"北海市",8611131,3.40,3.82,35.53,40.38,61.07,55.80
"防城港市",尸3〇8〇116〇2层,11.72,9.28,23.05,24.92,65.23,65.80
"玉林市",丫1 11匕,2.29,0.79,33.32,27.00,64.39,72.20
"百色市",03186,1.09,0.28,26.08,34.19,72.82,65.53
"贺州市",116211011,1.47,1.24,16.84,16.66,81.69,82.10
"河池市",1160111,1.77,0.58,20.73,25.51,77.50,73.91
"来宾市",1̂ 3 出 1〇,7.22,10.30,24.93,26.81,67.85,62.90
"崇左市",01101122110,8.88,1.01,22.67,26.33,68.45,72.66
"海南省",1̂ 3111311,,,,,,
"海口市",^31^011,7.06,7.06,18.95,18.95,73.99,73.99
"三亚市",8311^3,2.79,2.79,8.12,8.12,89.09,89.09
"三沙市",8311811&,,,,,,
"儋州市",1)311211011,,,,,,
"重庆市",1̂1011̂ (1111^,0.29,0.26,47.26,48.68,52.46,51.06
"四川省",81〇1111311,,,,,,
"成都市",0116112(111,0.63,,34.01,,65.36,
"自贡市",2180118,0.31,0.26,43.83,47.32,55.86,52.42
"攀枝花市",,1.11,1.04,52.43,51.96,46.45,47.00
"泸州市",1̂ 11211011,0.16,0.01,42.76,38.60,57.08,61.39
"德阳市",〇6 3̂〇2,0.06,,49.80,47.10,50.14,52.90
"绵阳市",\41肪丫肪8,0.15,0.06,43.80,45.65,56.05,54.29
"广元市",〇113〇2^311,0.26,,28.73,34.60,71.01,65.40
"遂宁市",811101112,,,50.14,43.09,49.86,56.91
"内江市",1^6^13118,0.28,0.23,50.86,39.44,48.86,60.32
"乐山市",1̂ 6811311,0.91,0.91,41.54,43.36,57.55,55.73
"南充市",1̂ 311011011̂,0.19,0.22,39.98,34.54,59.83,65.25
"眉山市",1̂61811311,0.31,,43.57,45.63,56.12,54.37
"宜宾市",,0.56,0.83,48.21,51.52,51.23,47.65
"广安市",〇11&0^'&11,1.03,0.19,53.63,21.33,45.34,78.49
"达州市",0 &211011,0.84,0.24,45.47,45.26,53.69,54.50
"雅安市",,0.65,0.16,29.84,23.63,69.51,76.21
"巴中市",832110112,0.49,0.31,54.47,47.95,45.04,51.74
"资阳市",21^3112,0.15,0.22,41.98,43.05,57.87,56.73
"贵州省",〇1112|1011,,,,,,
"贵阳市",0111̂ 3112,0.13,0.03,49.94,51.30,49.93,48.67
"六盘水市",1̂11̂ 311811111,0.27,0.02,46.00,44.09,53.73,55.90
"遵义市",2110^1,0.18,0.01,28.66,32.24,71.16,67.75
"安顺市",0̂8111111,0.55,0.50,35.45,43.29,64.00,56.21
"毕节市",師 6,0.36,0.30,18.37,16.53,81.27,83.17
"铜仁市",1011^611,0.42,0.25,14.00,15.39,85.58,84.36
"云南省",V I I1111311,,,,,,
"昆明市",,0.24,0.14,41.05,38.29,58.71,61.57
"曲靖市",(10) 打 8,0.24,0.13,54.03,59.28,45.73,40.59
"玉溪市",^11X1,0.74,0.23,48.19,48.66,51.08,51.11
"保山市",830811311,1.33,1.34,46.51,52.46,52.16,46.20
"昭通市",2113〇1〇〇8,0.68,0.08,23.83,25.97,75.50,73.95
"丽江市",,0.55,0.23,16.75,11.55,82.70,88.22
"普洱市",,0.82,0.02,36.89,35.11,62.29,64.87
"临沧市",1^003112,6.70,1.04,28.84,30.52,64.46,68.44
"西藏自治区",71561,,,,,,
"拉萨市",,32.50,,16.62,,50.88,
"日喀则市",X (6) 26,0.77,,7.93,,91.30,
"昌都市",,1.04,1.97,12.63,2.34,86.32,95.69
"林芝市",1^02111,3.39,,6.67,,89.93,
"山南市",811&110&0,0.21,0.12,14.06,5.88,85.74,94.00
"那曲市",,4.59,,1.77,,93.64,
"陕西省",8113311X1,,,,,,
"西安市",X 以11,0.10,0.06,37.23,37.82,62.67,62.12
"铜川市",丁0〇8仁匕〇&打,0.16,0.17,44.24,45.60,55.61,54.24
"宝鸡市",8 &〇 1̂,0.60,0.14,50.46,52.34,48.93,47.52
"咸阳市",&11̂,0.40,0.29,49.65,46.56,49.95,53.14
"渭南市",,1.32,0.90,39.62,32.25,59.07,66.86
"延安市",心!!'抓,0.72,0.23,41.68,23.84,57.59,75.93
"汉中市",11302110112,0.46,0.12,34.99,32.11,64.55,67.77
"榆林市",丫1111〇,0.95,0.60,41.16,32.21,57.88,67.19
"安康市",,0.18,0.09,27.71,29.44,72.11,70.47
"商洛市",81131121110,0.94,1.49,42.84,33.07,56.21,65.44
"甘肃省",0̂11811,,,,,,
"兰州市",1̂ 311211011,0.08,0.09,42.07,41.65,57.86,58.26
"嘉峪关市",^13X11̂ 1130,10.11,,57.34,,32.55,
"金昌市",1111011&0^,2.55,,64.71,72.16,32.74,27.84
"白银市",831^111,1.23,,43.95,56.25,54.81,43.75
"天水市",7130811111,2.37,1.19,30.18,40.67,67.45,58.14
"武威市",,2.16,2.28,32.37,36.80,65.47,60.92
"张掖市",211&11^6,2.36,1.84,25.85,21.50,71.80,76.65
"平凉市",,1.78,0.24,37.67,34.00,60.55,65.76
"酒泉市",,5.25,2.08,33.95,32.52,60.81,65.41
"庆阳市",,0.23,0.01,33.05,50.29,66.72,49.69
"定西市",01112X1,0.82,,24.30,24.28,74.88,75.72
"陇南市",乙0112〇311,10.70,3.17,20.49,11.20,68.81,85.63
"青海省",1̂11̂1131,,,,,,
"西宁市",^101118,0.32,0.12,38.71,35.83,60.97,64.05
"海东市",1̂ 31(10112,3.15,3.78,18.83,20.55,78.02,75.67
"宁夏回族自治区",^111^X13,,,,,,
"银川市",\̂111〇1111&11,1.42,0.70,39.06,34.92,59.52,64.38
"石嘴山市",81112111311811,0.69,0.82,46.07,46.05,53.23,53.13
"吴忠市",^11211002,2.50,3.63,34.63,27.37,62.87,68.99
"固原市",011X1130,1.83,2.64,13.29,12.30,84.87,85.06
"中卫市",211002^61,4.16,2.09,19.34,28.20,76.50,69.71
"新疆维吾尔自治区",,,,,,,
"乌鲁木齐市",1)111111̂ 1,1.35,1.35,31.77,31.93,66.88,66.72
"克拉玛依市",反聊(10)丫,0.05,0.05,58.81,58.81,41.13,41.13
"吐鲁番市",7111̂ 311,0.77,1.44,31.74,14.05,67.48,84.51
"哈密市",1̂31111,10.40,9.74,29.37,29.26,60.23,61.01
